date,tavg,tmin,tmax,prcp,wdir,wspd
2023-05-09 0:00:00,11.3,7.5,14.6,0,9,15.7
2023-05-10 0:00:00,12.4,5.3,18,0,252,16.4
2023-05-11 0:00:00,14.6,8.1,21.3,0,249,14
2023-05-12 0:00:00,17.7,12.1,22.9,0,274,14
2023-05-13 0:00:00,16.7,12.8,20.6,0,14,16.6
2023-05-14 0:00:00,12.2,8.6,15.6,0,23,19
2023-05-15 0:00:00,14.4,7.3,22.3,0,286,20.9
2023-05-16 0:00:00,15.6,9.7,25.2,0,269,26
2023-05-17 0:00:00,7.4,2.6,12,0,357,20.4
2023-05-18 0:00:00,8,1.8,13.5,0,70,13.1
2023-05-19 0:00:00,14.2,6.1,21.1,1.3,161,19.5
2023-05-20 0:00:00,14.7,11.8,18.6,18.1,224,20.4
2023-05-21 0:00:00,16.1,10.7,21.2,0.2,293,20.2
2023-05-22 0:00:00,12.4,9.2,15.1,0,79,15.5
2023-05-23 0:00:00,13.5,8.4,18.6,0,81,14
2023-05-24 0:00:00,13.1,9.2,16.4,1,345,20.8
2023-05-25 0:00:00,9.9,4.9,13.9,0,25,17.9
2023-05-26 0:00:00,13,6.7,18.2,0,320,13.8
2023-05-27 0:00:00,15.4,8.6,21.6,0,254,10.2
2023-05-28 0:00:00,18.1,9.7,24.2,0,340,11.7
2023-05-29 0:00:00,17.9,14,22,0,56,16.3
2023-05-30 0:00:00,18.3,13.7,24.4,0,85,14.9
2023-05-31 0:00:00,21.4,14.9,27.5,0,156,10.3
2023-06-01 0:00:00,23.2,16.5,28.4,0,139,9.8
2023-06-02 0:00:00,24.8,19.9,30.7,4.6,357,16.5
2023-06-03 0:00:00,19.7,15.5,22.4,0,72,19.7
2023-06-04 0:00:00,16.9,13.1,20.6,0,105,16.8
2023-06-05 0:00:00,19.2,12.7,24.1,0,303,14.3
2023-06-06 0:00:00,19.1,14.8,23.7,0,340,25.2
2023-06-07 0:00:00,16.9,11.4,22.5,0.2,337,20.6
2023-06-08 0:00:00,15.8,13.5,18.1,0,2,13.6
2023-06-09 0:00:00,15.3,11.3,22.1,3.2,311,15.9
2023-06-10 0:00:00,19,11.5,24.8,0,245,14.5
2023-06-11 0:00:00,18.1,15.3,20.6,1.2,64,12.7
2023-06-12 0:00:00,16.2,14.4,18.6,46.9,85,24
2023-06-13 0:00:00,15,11.2,18,0,199,19.3
2023-06-14 0:00:00,15.5,11.5,19.9,4.6,28,15.3
2023-06-15 0:00:00,16.5,10.9,21.6,7.1,284,14.5
2023-06-16 0:00:00,17.6,13.1,21.7,8.3,1,16
